ssn,first_name,middle_name,last_name,gender,current_age,street_address,email,marital_status,current_timestamp,street_address_med,state_med,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,deceased_status
e114310480,donald,shaheen,mayhew,m,20, 11  como  avenue ,fnaicsbosl@aol.com,not-married,2018-7-31t22:24+00:00, 11    como    avenue ,vic,120,31,80,211,,diarrhea,0
d158554446,hannah,nicole,cannon,f,27, thorngate  road  robertson  barracks ,hannah.cannon@mail.com.au,not-married,2018-7-31t20:49+00:00, thorngate    road    robertson    barracks ,nt,97,32,74,115,,insomnia-(related-to-discomfort-from-pelvic-fracture),0
e120529745,richard,paul,brown,m,31, 161  fishing  point  road ,brown.richard@yahoo.com,married,2018-7-31t01:54+00:00, 161    fishing    point    road ,nsw,111,28,69,230,0,incontinence,0
a174326897,barbara,ann,diggs,f,22, 6  grevillea  close ,diggs.barbara@gmail.com,not-married,2018-7-31t24:55+00:00, 6    grevillea    close ,nt,53,20,70,215,,light-headed,0
e181411558,david,thomas,hawks,m,42, eldorado  road ,hawks.david@hotmail.com,married,2018-7-31t10:36+00:00, eldorado    road ,vic,91,26,71,81,,ear-infection,0
e133707772,ronald,h,mason,m,18, 29  calder  street ,mason51@aol.com,n/a,2018-7-31t23:57+00:00, 29    calder    street ,qld,54,20,80,121,0,l.-posterior-hip-pain,0
g184880368,zenani,rose,alcala,f,40, 2  booralie  road ,zenani23@hotmail.com,married,2018-7-31t02:07+00:00, 2    booralie    road ,nsw,141,45,67,88,,irritability,0
g170087603,jasmine,johnson,rich,f,23, 17  carwoola  street ,jasmine20@mail.com,married-de-facto,2018-7-31t02:29+00:00, 17    carwoola    street ,qld,86,36,68,147,,gait-and-balance-disturbance,0
f173186444,mitchell,charles,headley,m,22,,headley85@gmail.com,married,2018-7-31t18:31+00:00,,tas,93,24,78,160,,sleep-apnea,0
i157661817,genny,lovette,allman,f,44, penola  street ,allman96@mail.com.au,not-married,2018-7-31t02:07+00:00, penola    street ,nsw,131,54,80,159,,thoracic-arthritis,0
a198024666,eugene,peter,hankins,m,35, 10  shepherd  street ,hankins.eugene@aol.com,widowed,2018-7-31t08:42+00:00, 10    shepherd    street ,nt,147,49,75,67,,chest-pain,0
i116931139,william,vernard,tilley,m,25, 52  hall  street ,tilley.william@yahoo.com,married,2018-7-31t12:11+00:00, 52    hall    street ,nsw,99,25,76,222,,urinary-frequency/urgency,0
h120178961,john,thomas,foy,m,20, 8  mckinley  street ,foy.john@gmail.com,not-married,2018-7-31t21:26+00:00, 8    mckinley    street ,qld,57,16,83,124,0,nausea,0
c104813935,robert,delano,ernest,m,19, 18  burcombe  street ,ernest.robert@yahoo.com,separated,2018-7-31t11:01+00:00, 18    burcombe    street ,,-99,19,78,184,0,advanced-stomach-cancer,0
g112508629,john,richard,bryant,m,34, 19  lincoln  drive ,john.bryant@yahoo.com,not-married,2018-7-31t13:45+00:00, 19    lincoln    drive ,vic,108,32,72,156,0,diarrhea,0
g169843517,christopher,,austin,m,34, lochinvar  place ,aemrqqrcdf@yahoo.com,not-married,2018-7-31t21:26+00:00, lochinvar    place ,nsw,81,21,72,152,1,new-onset-of-hypothyroidism,0
c155262878,joseph,joseph,phillips,m,34, 2  grattan  street ,phillips.joseph@hotmail.com,not-married,2018-7-31t10:57+00:00, 2    grattan    street ,vic,129,45,76,182,,fall-(mechanical),0
g172416020,earl,benedict,sims,m,34, 63  tyndall  circuit ,sims6@aol.com,married-de-facto,2018-7-31t06:05+00:00, 63    tyndall    circuit ,wa,111,38,77,186,,fall,0
d168008529,mary,foster,fewell,f,38, 150  tyabb  road ,fewell11@mail.com,not-married,2018-7-31t15:56+00:00, 150    tyabb    road ,vic,67,28,66,269,,fall,0
a100321017,kevin,benson,smith,m,37, 207  clive  steele  avenue ,kevin14@gmail.com,married-de-facto,2018-7-31t05:54+00:00, 207    clive    steele    avenue ,act,66,21,72,163,0,cervical-spinal-stenosis,0
i142607537,tonya,lee,hutchens,f,26, 75  ninth  avenue ,hutchens.tonya@yahoo.com,not-married,2018-7-31t17:40+00:00, 75    ninth    avenue ,sa,85,29,75,214,,abdominal-discomfort,0
g111893632,laquon,joshua,hawley,m,39, 132  luttrell  street ,hawley.laquon@aol.com,married,2018-7-31t15:29+00:00, 132    luttrell    street ,nsw,139,37,77,187,0,diarrhea,0
c103596074,gordon,lee,narron,m,18, 48  kingsway  drive ,narron.gordon@yahoo.com,n/a,2018-7-31t15:49+00:00, 48    kingsway    drive ,vic,86,27,76,266,0,had-a-cold-with-hot-/-cold-flashes,0
h176401831,lara,renee,whiting,f,26, 159  verner  street ,lara90@gmail.com,not-married,2018-7-31t18:29+00:00, 159    verner    street ,vic,125,47,73,206,,right-foot-drop,0
g141944990,michael,c,stump,m,38, 125  ryans  road ,,married,2018-7-31t01:54+00:00, 125    ryans    road ,,104,31,76,200,0,fever,0
h168395346,joshua,stewart,bost,m,39, 8  john  glenn  place ,soabpabgjd@hotmail.com,married-de-facto,2018-7-31t01:29+00:00, 8    john    glenn    place ,nsw,71,18,72,205,,liver-problem-related-to-medication-(increased-lft's-secondary-to-statin),0
g108794396,david,oneal,kelly,m,48, 320  merrylands  road ,david71@hotmail.com,married,2018-7-31t24:34+00:00, 320    merrylands    road ,nsw,101,35,73,146,0,chest-rash/ringworm,0
e182077112,amy,summey,miller,f,50, 47  st  george  street ,amy.miller@mail.com.au,married,2018-7-31t01:37+00:00, 47    st    george    street ,nsw,92,32,71,78,,fractured-right-wrist-due-to-fall,0
b171603532,wendy,jones,pruden,f,39, 22  pack  street ,wendy65@hotmail.com,married,2018-7-31t18:56+00:00, 22    pack    street ,qld,102,43,75,126,,depressed-mood,0
g127239397,joshua,lee,glantz,m,40, 11  king  street ,joshua.glantz@mail.com,married,2018-7-31t07:11+00:00, 11    king    street ,nsw,63,21,71,124,0,nausea-and-vomiting,0
c111655285,kelly,elizabeth,Mrs,f,41, 4  olive  street ,kelly35@mail.com,not-married,2018-7-31t14:45+00:00, 4    olive    street ,nsw,124,51,77,188,,shortness-of-breath-on-exertion,0
g193241102,karen,cloeann,wright,f,18, 9  rossiter  street ,wright59@mail.com,n/a,2018-7-31t23:38+00:00, 9    rossiter    street ,nt,77,27,76,224,,headache,0
i112810911,patricia,marie,wilson,f,30, 8  corsican  way ,patricia.wilson@yahoo.com,married-de-facto,2018-7-31t07:47+00:00, 8    corsican    way ,wa,135,52,77,108,,poison-oak,0
b166081984,debra,williams,hagans,f,25, 58  grosvenor  crescent ,debra39@aol.com,married,2018-7-31t03:58+00:00, 58    grosvenor    crescent ,nsw,90,40,78,146,,fractured-vertebra-(t12),0
c196940094,james,luther,phillips,m,37, 2  morduant  place ,james94@yahoo.com,married,2018-7-31t04:53+00:00, 2    morduant    place ,act,96,24,71,232,,high-blood-pressure,0
c111175353,dale,t,beaumont,m,21, 2  henry  ellis  street ,oatphrqhis@hotmail.com,married,2018-7-31t01:39+00:00, 2    henry    ellis    street ,nt,67,22,71,85,0,altered-mental-status-with-agitation,0
i108238444,cassandra,faulk,hindman,f,29, 5  a'beckett  street ,cassandra62@hotmail.com,married,2018-7-31t21:08+00:00, 5    a'beckett    street ,vic,74,25,81,143,,death-due-to-alzheimer's-disease,0
h121565282,kendra,christine,smith,f,31, 99  church  street ,kendra11@yahoo.com,divorced,2018-7-31t20:09+00:00, 99    church    street ,nsw,126,40,76,144,,increased-drowsiness,0
e170859827,ruby,leaann,brown,f,40, 79  cliff  avenue ,,married,2018-7-31t17:06+00:00, 79    cliff    avenue ,nsw,75,25,78,135,,depressed-mood,0
a127042624,david,l,workman,m,23, 24  stonehaven  road ,workman97@hotmail.com,married-de-facto,2018-7-31t07:50+00:00, 57    york    street ,nsw,93,50,77,160,,excessive-thirst-and-hunger,0
i165629461,marilyn,keely,wood,f,30, 8  foxtail  grove ,wood34@yahoo.com,married,2018-7-31t14:56+00:00, 8    foxtail    grove ,nt,84,34,76,231,,degenerative-joint-disease,0
c165044150,jermall,luther,foster,m,38, 7  shepton  crescent ,jermall.foster@mail.com.au,married-de-facto,2018-7-31t21:37+00:00, 7    shepton    crescent ,qld,58,18,78,294,0,dizziness-associated-with-pre-syncope,0
d133979124,mary,gaylord,jarman,f,36, 26  wellington  road ,jarman.mary@mail.com.au,married,2018-7-31t04:06+00:00, 26    wellington    road ,nsw,58,24,80,201,,moderate-mitral-valve-regurgitation,0
a135865567,parker,chaple,phillips,m,46, 103  illuta  avenue ,phillips92@aol.com,married,2018-7-31t07:22+00:00, 103    illuta    avenue ,qld,133,33,66,165,,episodes-of-acute-anxiety-related-to-memantine,0
f153780081,malik,earl,johnson,m,63, 22  crockers  road ,malik.johnson@yahoo.com,,2018-7-31t03:52+00:00, 22    crockers    road ,tas,55,20,76,172,,esophageal-bleed,0
g173027269,nicholas,ray,reeves,m,24, 31  seaside  avenue ,reeves.nicholas@aol.com,married,2018-7-31t20:01+00:00, 31    seaside    avenue ,qld,120,37,67,166,0,dermatological-issues,0
a158487678,brandie,mccann,padgett,f,34, 7  glenmoyne  square ,ltcgkgjdhc@mail.com.au,married-de-facto,2018-7-31t16:27+00:00, 7    glenmoyne    square ,vic,46,19,76,132,,chest-pain,0
e116163873,minerva,janet,watts,f,57, 6  welland  street ,watts.minerva@mail.com,not-married,2018-7-31t08:32+00:00, 6    welland    street ,qld,49,17,81,262,,torn-meniscus-right-knee,0
i153090611,eileen,rose,severt,f,33, 107  old  mcmillans  road ,severt.eileen@hotmail.com,married,2018-7-31t15:44+00:00, 107    old    mcmillans    road ,nt,127,54,78,160,,right-leg-cramps,0
i128717854,matthew,paul,cooper,m,28, 34  royal  circuit ,cooper.matthew@yahoo.com,married,2018-7-31t17:08+00:00, 1    bayview    street ,nsw,101,34,69,107,0,left-knee-pain,0
i139647518,cynthia,,thompson,f,25, 7  talara  court ,cynthia53@mail.com.au,not-married,2018-7-31t03:19+00:00, 7    talara    court ,,69,25,81,173,,cardiac-cath-stent-placement,0
i167651298,andrew,scott,lipsey,m,27, 15  fry  street ,andrew.lipsey@mail.com.au,not-married,2018-7-31t10:25+00:00, 15    fry    street ,nsw,138,37,65,131,0,insomnia,0
a174392537,christopher,e,garcia,m,20, 15  davis  court ,garcia70@mail.com,divorced,2018-7-31t17:21+00:00, 15    davis    court ,nt,105,29,69,170,,pink-eye-infection,0
h139122482,patrick,obieze,brauns,m,29, 74  dean  street ,brauns.patrick@aol.com,divorced,2018-7-31t08:48+00:00, 74    dean    street ,vic,114,41,71,150,0,drowsiness,0
e147152043,mitchell,edward,sifford,m,38, 30  charles  kurz  drive ,mitchell82@yahoo.com,married-de-facto,2018-7-31t16:57+00:00, 30    charles    kurz    drive ,qld,114,38,81,83,0,headaches,0
h184315425,brad,james,sandifer,m,48, blowhole  creek  road ,brad.sandifer@aol.com,married,2018-7-31t02:45+00:00, blowhole    creek    road ,sa,81,24,72,186,,explosive-diarrhea,0
b115747678,richard,francis,padgett,m,31, 21  euston  street ,richard.padgett@mail.com.au,married-de-facto,2018-7-31t20:40+00:00, 21    euston    street ,tas,145,41,66,237,0,episodic-abdominal-discomfort,0
i166602949,mark,bryan,taylor,m,23, 1  marks  street ,mark.taylor@aol.com,married,2018-7-31t17:05+00:00, 1    marks    street ,nsw,85,22,72,99,0,leg-muscle-cramps,0
d149546018,barbara,shae,mcmahan,f,42, 664  princes  highway ,barbara8@mail.com.au,separated,2018-7-31t16:50+00:00, 664    princes    highway ,vic,82,26,71,219,,transient-ischemic-attack,0
i125408659,william,maxwell,birdine,m,44, 6  eva  street ,birdine8@hotmail.com,separated,2018-7-31t19:35+00:00, 6    eva    street ,vic,88,26,72,117,,drowsiness,0
d192836406,cynthia,mae,alibrandi,f,43, 461  stafford  road ,cynthia9@mail.com.au,married,2018-7-31t07:25+00:00, 461    stafford    road ,qld,117,52,81,265,,fall,0
c170776176,ricky,lee,cross,m,20, 109  starke  street ,lkoadsdjcb@hotmail.com,married,2018-7-31t22:36+00:00, 109    starke    street ,act,59,21,71,235,0,surgery-for-skin-lesion,0
c123365175,peggy,Ms,franz,f,57, 12  quinty  street ,peggy40@mail.com.au,not-married,2018-7-31t11:04+00:00, 12    quinty    street ,qld,77,30,82,135,,insomnia,0
f179145136,nick,michael,rock,m,24,,nick.rock@gmail.com,not-married,2018-7-31t01:21+00:00,,nsw,75,20,74,110,,paradoxical-atrial-fibrillation-with-sinus-bradycardia,0
c168039606,minnie,mosley,mayerle,f,76, 46  mallam  crescent ,kfhtcblohb@gmail.com,not-married,2018-7-31t18:19+00:00, 46    mallam    crescent ,nt,47,19,76,143,,severe-drowsiness,0
d143495883,ervin,alton,royster,m,33, 9  kingston  place ,qccakknhen@hotmail.com,married,2018-7-31t14:33+00:00, 9    kingston    place ,nt,110,38,71,144,0,black,0
i113864290,michael,edward,bellm,m,32, 4  wetherill  street ,hrmnbtgnca@mail.com,married,2018-7-31t12:24+00:00, 4    wetherill    street ,nsw,63,22,75,295,,orthostatic-hypotension,0
b106073125,lerone,lee,ludemann,m,31, whitewood  road ,,married-de-facto,2018-7-31t01:27+00:00, whitewood    road ,nt,94,25,77,172,0,mild-depression,0
a184599426,rinda,anita,jackson,f,32, 21  temperley  street ,jackson.rinda@gmail.com,not-married,2018-7-31t18:56+00:00, 21    temperley    street ,act,125,52,65,135,,left-shoulder-pain,0
f107664542,jeffrey,devon,howington,m,35, 4  baldwin  street ,,married,2018-7-31t17:37+00:00, 4    baldwin    street ,vic,63,17,69,139,,basal-cell-lesion-on-nose,0
a133471525,rosalinda,harris,griggs,f,25, 1357  nepean  highway ,rosalinda91@gmail.com,married,2018-7-31t06:39+00:00, 1357    nepean    highway ,vic,95,34,71,120,,chest-pain-dur-to-strained-muscle,0
a144104767,charles,rodger,james,m,43, 24  banksia  broadway ,charles.james@mail.com.au,not-married,2018-7-31t17:17+00:00, 24    banksia    broadway ,qld,74,24,72,155,0,low-energy-and-drowsiness,0
f198782687,cecilia,burgh,dunn,f,23, 30  margaret  street ,cecilia96@hotmail.com,married,2018-7-31t14:10+00:00, 30    margaret    street ,nt,63,21,74,144,,possible-infarcts,0
e132836309,cheyanne,ann,fulp,f,29, 5  hawkhurst  court ,aloknefgbd@yahoo.com,not-married,2018-7-31t04:03+00:00, 5    hawkhurst    court ,vic,141,58,79,137,,shortness-of-breath,0
e127319903,calvin,frank,banner,m,39,,banner65@aol.com,not-married,2018-7-31t24:41+00:00,,tas,118,36,71,139,0,whole-body-weakness,0
d187120436,wendell,edward,santana,m,37, 8  hull  street ,wendell.santana@hotmail.com,married,2018-7-31t04:06+00:00, 8    hull    street ,vic,73,20,73,159,1,l-carpel-tunnel-repair-and-l-elbow-nerve-damage,0
h116083372,barry,lee,white,m,34, 3  whitman  street ,white27@yahoo.com,not-married,2018-7-31t03:18+00:00, 3    whitman    street ,qld,75,26,72,200,,skin-rash,0
b151325193,phillip,david,crumley,m,28, 43  kierens  way ,phillip.crumley@mail.com,married-de-facto,2018-7-31t09:11+00:00, 43    kierens    way ,vic,70,18,72,155,,transient-procedural-anxiety,0
e160026010,fran,derrith,barnes,f,26, 31  william  street ,nidsnacoel@gmail.com,not-married,2018-7-31t14:43+00:00, 31    william    street ,vic,45,14,74,161,,had-a-cold-with-hot-/-cold-flashes,0
b172959654,doris,james,chase,f,34, 152  casuarina  drive ,doris93@gmail.com,not-married,2018-7-31t13:25+00:00, 152    casuarina    drive ,nt,101,34,83,313,,kidney-stone,0
f153289315,amanda,michelle,stanley,f,23, 34  sutherland  street ,amanda.stanley@mail.com,married-de-facto,2018-7-31t17:25+00:00, 34    sutherland    street ,vic,99,31,74,231,,sinus-allergy,0
d189335070,samuel,lee,dillon,m,34, 40  abel  smith  parade ,samuel.dillon@yahoo.com,married,2018-7-31t12:11+00:00, 40    abel    smith    parade ,qld,70,19,70,187,0,left-sided-weakness,0
c121940064,lawrence,dean,grobarcik,m,32, 70  faye  road ,jilqbkftee@aol.com,separated,2018-7-31t03:32+00:00, 70    faye    road ,qld,147,37,66,198,,vomiting,0
h122187868,kristy,diane,holloway,f,33, 61  murray  farm  road ,kristy.holloway@mail.com.au,married,2018-7-31t16:36+00:00, 61    murray    farm    road ,nsw,50,15,74,175,,fall,0
c193427867,chivonne,smith,salman,f,25, 2  raglan  street ,salman.chivonne@mail.com.au,married,2018-7-31t15:42+00:00, 2    raglan    street ,vic,87,33,76,130,,abdominal-discomfort-is-episodic,0
a137087332,brittaney,freshwater,shipman,f,28, goode  road ,shipman.brittaney@yahoo.com,not-married,2018-7-31t10:44+00:00, goode    road ,nt,126,50,76,142,,right-upper-extremity-cellulitis-and-lymphedenitis-associated-with-lightheadedness-and-high-blood-pressure,0
b180021905,dorothy,ellerine,hammond,f,24, 16  geelong  road ,dorothy26@aol.com,not-married,2018-7-31t22:24+00:00, 16    geelong    road ,vic,147,61,72,163,,low-energy,0
e170926350,lynn,marie,noble,f,38, 40  fifth  avenue ,noble58@mail.com.au,not-married,2018-7-31t15:34+00:00, 40    fifth    avenue ,vic,64,24,72,218,,difficulty-swallowing,0
g103899954,eva,carter,lymon,f,15, 29  croudace  road ,rgscdqfqmp@mail.com,n/a,2018-7-31t02:07+00:00, 29    croudace    road ,nsw,44,21,76,206,,coughing,0
f142896597,curtis,lee,frye,m,40, 6  smith  street ,curtis.frye@aol.com,divorced,2018-7-31t16:45+00:00, 6    smith    street ,nt,105,27,77,156,,urinary-frequency,0
i108485097,vanessa,lee,locke,f,29, 26  kilkenny  road ,toemrbmaqm@mail.com,not-married,2018-7-31t24:53+00:00, 10    nile    street ,nsw,123,38,74,224,,infection-secondary-to-possible-rash,0
e148683366,naomi,b,Mrs,f,32, chesterfield  drive ,itsmfmioih@mail.com,married,2018-7-31t12:51+00:00, chesterfield    drive ,qld,61,26,72,115,,death,0
a172416580,andrian,kristine,mcelrath,f,14, 40  chater  street ,andrian77@mail.com.au,n/a,2018-7-31t06:51+00:00, 40    chater    street ,qld,38,18,72,82,,frequent-urination8/--/2008,0
a112353885,jeffrey,anthony,daniel,m,43, 41  bailey  street  bundalong  3730  vic ,daniel.jeffrey@mail.com.au,married-de-facto,2018-7-31t16:53+00:00, 41    bailey    street ,vic,115,37,79,99,,agitation/aggression,0
d187605078,rex,ray,lewis,m,28, 1  luxmore  street ,lewis68@aol.com,married,2018-7-31t01:18+00:00, 1    luxmore    street ,sa,93,27,66,136,0,dry-mouth/secondary-to-medication-effect,0
d126299211,calli,,sallmen,f,28, 67  ferngrove  road ,,married,2018-7-31t16:40+00:00, 67    ferngrove    road ,nsw,78,31,70,143,,diarrhea,0
i192864007,laura,hope,suddreth,f,30, 24  lynbara  avenue ,laura.suddreth@gmail.com,married,2018-7-31t08:21+00:00, 24    lynbara    avenue ,nsw,98,32,71,165,,wandering,0
g171282341,ricky,hal,crot,m,26, 12  jacksons  road ,crot.ricky@mail.com.au,not-married,2018-7-31t15:20+00:00, 12    jacksons    road ,vic,139,36,73,280,,fall-(fell-out-of-bed),0
i149184703,brianna,,perry,f,47, 5  boffs  street ,brianna.perry@mail.com,married,2018-7-31t10:03+00:00, 5    boffs    street ,qld,129,81,76,145,,upper-left-sided-chest-discomfort,0
d123888560,clarence,timothy,hurtt,m,78, 1  loddon  court ,hurtt24@mail.com.au,married-de-facto,2018-7-31t11:55+00:00, 1    loddon    court ,vic,55,15,80,142,0,anemia-due-to-blood-loss,0
a166812702,hilda,allred,buck,f,55, 17  northcote  terrace ,,,2018-7-31t15:41+00:00, 17    northcote    terrace ,vic,86,32,76,220,,left-great-toe-injury,0
f165145236,david,boyden,marshall,m,56, 81  lewis  street ,david.marshall@mail.com.au,married,2018-7-31t22:30+00:00, 81    lewis    street ,tas,69,18,71,152,,diarrhea,0
c132837146,timothy,edward,smith,m,38, 8  wanalta  road ,smith.timothy@mail.com,not-married,2018-7-31t11:38+00:00, 8    wanalta    road ,vic,131,34,81,55,0,depression,0
a177295120,elizabeth,culbreth,goudy,f,35, 16  strang  street ,elizabeth2@mail.com,married,2018-7-31t04:58+00:00, 16    strang    street ,vic,45,16,80,177,,vomiting,0
g164216685,alexander,o'brian,lucas,m,18, 63  urana  road ,kpcnisnasd@yahoo.com,n/a,2018-7-31t01:43+00:00, 63    urana    road ,nsw,78,26,76,159,,diverticulitis,0
e144718785,melinda,deans,hamilton,f,26, 22  castlereagh  avenue ,dkphrqshhi@hotmail.com,not-married,2018-7-31t22:23+00:00, 22    castlereagh    avenue ,nsw,49,17,80,112,,arthritis,0
g131431901,keesha,jean,mcdougall,f,42, 22  great  western  highway ,mcdougall16@mail.com,married,2018-7-31t13:37+00:00, 22    great    western    highway ,nsw,116,42,73,150,,bilateral-leg-cramps-at-night,0
c162809535,katrina,leigh,stephenson,f,33, 16  chorlton  street ,ffqfhhjfib@hotmail.com,married,2018-7-31t06:56+00:00, 16    chorlton    street ,qld,-99,46,75,219,,dizziness,0
h175594799,mark,edward,lynch,m,34, 81  aralia  street ,ckkgdndkad@yahoo.com,not-married,2018-7-31t13:28+00:00, 81    aralia    street ,nt,97,26,71,206,0,depressed-mood,0
g177932681,deborah,clark,martens,f,45, 44  walker  crescent ,martens.deborah@mail.com.au,not-married,2018-7-31t23:18+00:00, 44    walker    crescent ,tas,65,21,74,98,,gerd,0
