ssn,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,marital_status,current_timestamp,occupation,salary,credit_card_number,years_of_experience,employment_timestamp
f180247349,toureon,clayton,carawan,m,39,29/4/1979, 34  molesworth  street , north    adelaide ,5006,sa, 08  7232  1941 ,toureon.carawan@aol.com,married,2018-7-31t16:51+00:00,health-professional,92800.0,0f5445ca35ce1746b131ec9e4a22b462,19,2017-03-19t12:42+00:00
d126568399,george,david,dailey,m,29,29/10/1989, ironcliffe  road ,penguin,7316,tas, 03  1507  0612 ,george76@yahoo.com,separated,2018-7-31t03:35+00:00,ict-technician,93400.0,a60c47ecd439ed47fdce332479918268,8,2016-03-06t06:14+00:00
g199827271,mae,suzanne,stone,f,54,8/1/1964, 170  markham  street ,armidale,2350,nsw, 02  3352  2095 ,jehdpqhbhm@mail.com,not-married,2018-7-31t08:14+00:00,manager,129900.0,12f259d96f97143e4edaccd1beeda59c,34,2017-11-06t23:35+00:00
h167635151,devonte,neil,ritchie,m,37,19/10/1981, 27  arnold  drive , mitchell    park ,5043,sa, 08  5354  1768 ,devonte.ritchie@hotmail.com,not-married,2018-7-31t18:26+00:00,other-labourer,15000.0,92609d0e0ce253efa613dfe663c73d68,16,2016-11-04t24:15+00:00
h199696191,candace,lineberger,lopez-rodriguez,f,29,14/7/1989, 13  namoi  crescent ,dubbo,2830,nsw, 02  0705  0646 ,,,2018-7-31t05:53+00:00,legal-professional,63100.0,9485bfce9980d75bccbee11510ffe5c3,8,2016-11-26t10:59+00:00
e139994413,reginald,kevin,cooper,m,37,28/12/1981, 7  maheno  court , tin    can    bay ,4580,qld, 07  9374  4444 ,nkoscmnpjp@yahoo.com,not-married,2018-7-31t05:13+00:00,machinary-driver,18100.0,eaf416e2a84d2d10a8eb7f81b6fc4726,17,2017-10-11t03:29+00:00
g128590535,kelsey,marie,sutton,f,26,7/11/1992, 12  bluegum  road ,youngtown,7249,tas, 03  7252  0054 ,kelsey2@mail.com.au,married-de-facto,2018-7-31t20:28+00:00,ict-technician,50400.0,169a46db00631e5c710c0dfb4b343304,1,2012-11-05t04:31+00:00
b185169775,ira,dewayne,davis,m,38,10/5/1980, 11  cedar  close ,wauchope,2446,nsw, 02  8271  7561 ,ira.davis@yahoo.com,married,2018-7-31t18:03+00:00,other-service-worker,51600.0,,19,2018-01-25t16:18+00:00
b183534198,megan,leanna,schelling,f,18,28/6/2000, 1  lady  davidson  circuit ,forestville,2087,nsw, 02  4335  9351 ,schelling45@gmail.com,n/a,2018-7-31t12:03+00:00,casual-worker,0,f1e071fb05ec87a073a2ef2fd4c8f994,1,2018-03-22t04:31+00:00
d127971373,laura,s,smith,f,36,20/11/1982, 38  black  street , long    gully ,3550,vic, 03  8483  4379 ,smith.laura@gmail.com,married,2018-7-31t12:52+00:00,other-labourer,7500.0,32f9cb8681926f7bdee0a860c9e08f67,17,2018-06-12t14:53+00:00
c180346305,drake,andrew,beasley,m,62,30/1/1956, summerfield  street ,rothwell,4022,qld, 07  6127  3622 ,drake76@hotmail.com,married,2018-7-31t04:17+00:00,automotive-worker,139100.0,87f38ce11e99699c580439b6647fa75d,42,2017-09-20t14:30+00:00
c150930515,wenda,charmaine,jackson,f,48,15/2/1970, 99  broomdykes  drive ,andergrove,4740,qld, 07  9051  0790 ,hajbfalhcr@mail.com,married,2018-7-31t02:49+00:00,other-service-worker,36100.0,a4627cae660c05ff008ce36fdf0da5bd,29,2018-03-23t12:33+00:00
f167692952,rickey,roland,faulk,m,30,17/11/1988, collingullie  road  moore  park , the    rock ,2655,nsw,,,married,2018-7-31t01:54+00:00,manager,148900.0,0dd791eb997dd67207df90c4d13562d9,11,2018-03-10t16:33+00:00
c193132725,antoinette,poindexter,brillhart,f,49,14/6/1969, 3  houston  street ,larrakeyah,0820,nt, 08  0735  2231 ,brillhart88@mail.com,married-de-facto,2018-7-31t10:32+00:00,ict-technician,74200.0,cb6b1fe82f2e7ea4202f0784ad2e6a1b,28,2016-12-05t09:42+00:00
b161284117,leo,ray,parker,m,31,21/4/1987, 7  irene  street ,penrith,2750,nsw, 02  8652  3717 ,leo30@hotmail.com,married-de-facto,2018-7-31t18:01+00:00,ict-technician,111700.0,954f7fe1bced7c582a30e907abf29116,12,2018-05-08t22:47+00:00
b157552569,ella,king,johnson,f,41,14/3/1977, 4  tintern  road ,ashfield,2131,nsw, 02  7452  5231 ,ella70@mail.com,married,2018-7-31t17:22+00:00,secretary,21500.0,,22,2018-01-01t03:33+00:00
c134718139,charles,grayson,grubbs,m,47,18/5/1971, 16  rous  street ,hendra,4011,qld, 07  5076  9600 ,grubbs.charles@mail.com,not-married,2018-7-31t03:32+00:00,carer,44300.0,226f258f4cc263ac485a193b52cde539,28,2018-02-20t19:46+00:00
c194853632,avery,david,gural,m,49,18/9/1969, 25  luxton  road , south    yarra ,3141,vic, 03  5991  9271 ,avery35@yahoo.com,married,2018-7-31t09:04+00:00,taxi-driver,21400.0,6a3826cae31be2db82fe0b2ce1b41781,29,2017-02-18t20:16+00:00
g112482214,patrick,k,mellet,m,42,9/12/1976, 833  barkly  street ,ballarat,3350,vic, 03  7645  7088 ,mellet.patrick@mail.com.au,married,2018-7-31t01:15+00:00,carer,65700.0,340cf63ebeedbb38ee15f50bcfe8befa,22,2017-11-10t07:47+00:00
h123446287,beatrice,mccormick,mcindoe,f,41,2/5/1977, 21  burnett  street , sadliers    crossing ,4305,qld, 07  4529  2151 ,mcindoe11@aol.com,married-de-facto,2018-7-31t06:17+00:00,machinary-driver,7400.0,20105d99a3da4ff5b7b1067d096383b5,22,2018-06-02t03:30+00:00
c167476398,nathaniel,leon,johnson,m,16,13/12/2002, 1  tinaroo  place ,duffy,2611,act, 02  6953  9820 ,ksrgedfcqm@yahoo.com,n/a,2018-7-31t15:16+00:00,casual-worker,0,d649e1455f4ec5d82216ac759f17241c,3,2018-04-09t11:58+00:00
e107367721,darren,lynn,foster,m,22,26/8/1996, 111  bloomfield  street , alice    springs ,0870,nt, 08  8159  5818 ,darren36@mail.com,not-married,2018-7-31t23:36+00:00,clerks,33000.0,19afc3eae7c88bc61cc9e3b2e68dd2cd,3,2018-06-23t19:06+00:00
h126750316,harrison,smith,carpenter,m,22,29/8/1996, 2  earlam  court ,coonawarra,0820,nt, 08  7168  4138 ,carpenter.harrison@aol.com,married,2018-7-31t01:32+00:00,ict-professional,86900.0,24563fc6e475b16e5afd70cbc244aa10,3,2018-04-23t01:23+00:00
d170306669,christian,p,suban,m,27,2/2/1991, 19  jassa  street  oakleigh    south  3167  vic ,,,, 03  8374  1135 ,suban.christian@hotmail.com,not-married,2018-7-31t10:06+00:00,education-professional,102800.0,4d80df6dca718017f6021ab469600cb2,8,2018-04-15t05:04+00:00
b111318472,deborah,blake,betts,f,35,23/5/1983, 23  toorak  avenue ,mangerton,2500,nsw, 02  4949  9760 ,deborah.betts@mail.com,not-married,2018-7-31t20:36+00:00,other-worker,28100.0,0387f5549a35f3f967c05c33ecb4b51f,15,2017-05-01t22:02+00:00
a129920240,towonaka,stacy,bertram,f,64,16/5/1954, 460  jarrah  road ,mundaring,6073,wa, 08  0259  5095 ,bertram.towonaka@mail.com,married,2018-7-31t22:39+00:00,general-manager,153600.0,ea78c69a191e1266d64b868b20f74707,45,2018-02-01t15:01+00:00
d125857386,sean,russell,moses,m,39,7/3/1979, stewart  street ,deniliquin,2710,nsw, 02  1048  4577 ,moses.sean@yahoo.com,not-married,2018-7-31t06:39+00:00,other-service-worker,53500.0,c69efdfd1f9a13bfb510c50dc1eb2b24,18,2016-12-08t11:20+00:00
g100988866,ebony,parker,kelly,f,31,18/8/1987, woodlands  road , humpty    doo ,0836,nt, 08  3382  6681 ,pdqjephcll@aol.com,not-married,2018-7-31t01:23+00:00,other-technician,70800.0,449f30beb7413a5632d2e7d0c0c77287,10,2016-05-14t08:37+00:00
b185275655,jesse,christoper,basinger,m,24,25/1/1994, 29  worthing  avenue , doncaster    east ,3109,vic, 03  6980  7404 ,jesse22@aol.com,not-married,2018-7-31t02:24+00:00,other-technician,86700.0,9e4f3ab066000311cdf5efc67857a258,5,2018-03-26t01:03+00:00
e185014318,billy,carol,turner,m,28,9/1/1990, 544  mole  creek  road  red  hills ,deloraine,7304,tas, 03  1663  2132 ,pblbpdalhe@aol.com,not-married,2018-7-31t16:45+00:00,looking-for-employment,1400.0,c8c508f0d715fb36067b59e024f96258,9,2018-03-08t13:50+00:00
h118679718,ethelene,erin,johns,f,34,11/4/1984, 131  high  street ,doncaster,3108,vic, 03  9016  2524 ,ethelene.johns@aol.com,not-married,2018-7-31t07:02+00:00,carer,21000.0,cd12f6441495df2bcb4af094c060ef20,14,2017-02-19t03:05+00:00
e176174943,martha,marie,watkins,f,49,16/11/1969, 37  mayfair  drive , wodonga    west ,3690,vic, 03  1766  1283 ,watkins.martha@gmail.com,married,2018-7-31t12:29+00:00,ict-technician,77000.0,d4467ddab094b683c522c366e6d759d2,30,2018-01-16t23:15+00:00
g139617103,cindy,white,williams,f,49,15/2/1969, 3480  greatorex  road , alice    springs ,0870,nt, 08  1757  3434 ,williams42@hotmail.com,married-de-facto,2018-7-31t03:40+00:00,health-professional,52600.0,d33d90dcded3e533ffc4d93da818da8e,28,2016-07-26t20:51+00:00
a154508812,eugene,romeal,thomas,m,39,21/6/1979, 7  quist  place ,greystanes,2145,nsw, 02  0180  6520 ,thomas.eugene@gmail.com,married-de-facto,2018-7-31t05:12+00:00,ict-technician,93300.0,aa3e478031e6746b5bba4b27401e4c56,17,2015-08-01t06:57+00:00
d161333007,mary,ann,locklear,f,29,2/4/1989, 22  railway  street ,alderley,4051,qld, 07  9777  2379 ,locklear.mary@aol.com,married,2018-7-31t06:09+00:00,clerical-worker,11700.0,ecd3bdbc35a761eb6e04a114a3807581,3,2011-05-27t18:38+00:00
g195365285,candace,b,rayle,f,22,13/3/1996, kendalls  lane ,griffith,2680,nsw, 02  6572  7118 ,candace.rayle@gmail.com,divorced,2018-7-31t15:29+00:00,automotive-worker,22100.0,04d16f0fc3593a2cc78e4b89bf8d83bf,3,2018-01-09t18:39+00:00
i140642046,cory,william,welch,m,81,22/9/1937, 60  naval  parade , ocean    reef ,6027,wa, 08  7243  3587 ,cory.welch@aol.com,not-married,2018-7-31t23:59+00:00,re-tired,0,76f90b147845088f39dfa0151358a80e,45,2016-01-21t12:14+00:00
d120153332,scott,dale,comeford,m,48,14/5/1970, 1  randle  street , surry    hills ,2010,nsw, 02  0385  8978 ,scott72@hotmail.com,married-de-facto,2018-7-31t15:51+00:00,cleaner,22800.0,3586c7c9a36f690b122f678611db2543,29,2018-05-12t04:26+00:00
e167698451,carlos,russell,carroll,m,48,8/4/1970, 11  harvey  street , port    lincoln ,5606,sa, 08  3736  5064 ,carroll82@gmail.com,married-de-facto,2018-7-31t16:14+00:00,other-worker,60000.0,a1fedeabb8278da7a3ff6246311247bb,25,2014-12-23t02:41+00:00
e148466246,marilyn,lee,hill,f,26,14/11/1992, 60  turnbull  road ,middleton,7163,tas, 03  5529  2871 ,hill.marilyn@gmail.com,married,2018-7-31t24:22+00:00,art-media-professional,60700.0,74338b7c16e955af4a3a2f5fd6680e9c,7,2018-04-13t01:17+00:00
e161034469,danny,Mr,gibbs,m,37,31/12/1981, 9  o'rourke  place ,queanbeyan,2620,nsw, 02  1653  8842 ,danny.gibbs@mail.com,not-married,2018-7-31t14:05+00:00,art-media-professional,94100.0,486a24a7b97fbf75fd2998fe0cf681d8,18,2018-05-02t17:01+00:00
g139730280,krystle,sifford,lucas,f,34,1/6/1984, 68  goldsmith  road ,eaglehawk,3556,vic, 03  6058  3223 ,krystle.lucas@hotmail.com,not-married,2018-7-31t23:41+00:00,other-worker,28700.0,5a17215684b16ca80f10f4e1abc4444f,15,2018-01-17t19:43+00:00
a127477253,charles,marshall,carpenter,m,43,27/4/1975, 22  barraclough  crescent ,monash,2904,act, 02  4861  5148 ,ecdfmcejmm@hotmail.com,separated,2018-7-31t12:05+00:00,other-service-worker,70700.0,ab8b43e188fc134ad845456d93b8e855,24,2018-03-26t16:56+00:00
b163117007,robin,hudson,borneman,f,37,18/4/1981, 17  ultimo  street ,caringbah,2229,nsw, 02  9950  2906 ,borneman63@aol.com,not-married,2018-7-31t24:23+00:00,engineering-worker,37800.0,e2c15f6e06513464d11fa3b2d3e9be82,18,2018-06-07t17:01+00:00
h157881259,bruce,d,bryant,m,21,7/8/1997, 25  brett  street ,murrumbeena,3163,vic, 03  4185  3358 ,djhmsngkbf@mail.com,not-married,2018-7-31t08:12+00:00,clerks,33000.0,52c2011251a0a61955fd9219d9d45a11,2,2018-02-25t02:11+00:00
h170755767,ronald,lee,rhodes,m,27,1/3/1991, 16  denowen  street , tindal    raaf ,0853,nt, 08  9840  6932 ,rhodes2@yahoo.com,married-de-facto,2018-7-31t04:38+00:00,taxi-driver,10900.0,8d7fd9ab41e0b93af745ba6294ac94a3,2,2012-04-23t05:28+00:00
b165098339,david,gene,brown,m,36,27/5/1982, 27  pitman  avenue , west    woodville ,5011,sa, 08  6320  0817 ,david40@mail.com,married,2018-7-31t20:18+00:00,education-professional,95700.0,e88bcf3a68a8f33344123bd99e44eaa2,17,2018-01-27t18:11+00:00
f190130022,david,howard,billings,m,37,5/11/1981, 18  cedric  street ,mordialloc,3195,vic, 03  7375  0848 ,david11@aol.com,married,2018-7-31t07:35+00:00,machinary-driver,13300.0,c04eeccccd9d456ae5740b233d9db68d,16,2016-11-04t21:42+00:00
e171450743,denise,rouzer,smith,f,23,4/2/1995, 35  arundel  avenue ,reservoir,3073,vic, 03  6427  2608 ,smith46@hotmail.com,not-married,2018-7-31t18:56+00:00,ict-technician,55500.0,fefb0ddb74896848e4105fe2ea82c98b,,2018-03-07t24:39+00:00
b132931925,alexis,auman,rogers,f,31,2/8/1987, 102  margaret  street ,orange,2800,nsw, 02  8452  2536 ,rogers.alexis@mail.com,married,2018-7-31t11:19+00:00,other-worker,22100.0,eb732d80b2dbb26e1ab326cc55d39d92,9,2015-02-23t23:32+00:00
f130663495,asia,j,summers,f,40,4/7/1978,narranmore, elong    elong ,2831,nsw, 02  8616  4597 ,asia16@aol.com,not-married,2018-7-31t12:19+00:00,ict-technician,71900.0,a8f18f0724b5ae8b42a746cbbf8ba19c,18,2015-07-13t15:40+00:00
a145995203,rose,m,jackson,f,26,25/2/1992, 51  swanton  street ,chisholm,2905,act, 02  9985  9336 ,mhnngdtffk@mail.com.au,separated,2018-7-31t13:32+00:00,legal-professional,61700.0,3fdc76c90d80ac3372b2ec25e0c456e8,6,2017-02-04t19:05+00:00
e191220642,aaron,lee,ansley,m,33,23/6/1985, 5  daniels  street ,ludmilla,0820,nt, 08  8655  4268 ,aaron.ansley@mail.com.au,married-de-facto,2018-7-31t13:33+00:00,chief-executive,161400.0,7318f5e5f93169cdda03cf1afcd94a13,13,2017-04-27t13:42+00:00
c115754537,matthew,todd,bohne,m,49,13/4/1969, 12  corrimal  street ,wollongong,2500,nsw, 02  4416  4045 ,bohne.matthew@gmail.com,divorced,2018-7-31t19:35+00:00,ict-technician,120000.0,552ab239dec46c1cdeaa97e44a097ef6,30,2018-03-26t16:41+00:00
h150046772,robert,adam,norris,m,26,7/12/1992, 19  cricket  street , petrie    terrace ,4000,qld, 07  6737  0327 ,,not-married,2018-7-31t18:14+00:00,farm-worker,13300.0,46aff7c86c4e4c8a1cb584c8f2b98cb1,,2018-04-18t22:50+00:00
h143086746,genevieve,alice,jackson,f,26,21/6/1992, 36  bees  creek  road ,noonamah,0837,nt, 08  7753  6738 ,jackson39@gmail.com,married,2018-7-31t24:27+00:00,general-manager,80600.0,c6767d646f912118199f7d94f76b0e3f,7,2018-02-17t14:28+00:00
i163869547,thomas,mathias,aycock,m,34,3/4/1984, 10  louisa  street ,cygnet,7112,tas, 03  4774  5867 ,thomas.aycock@mail.com.au,married,2018-7-31t11:10+00:00,ict-technician,78800.0,36f04dac0774a29084572aa5ee277648,15,2018-05-25t21:59+00:00
f152730402,susan,elizabeth,Ms,f,40,25/10/1978, cape  clear-rokewood  road , cape    clear ,3351,vic, 03  6890  4753 ,snrpqqbang@aol.com,not-married,2018-7-31t09:34+00:00,ict-professional,53100.0,adc77f62e51a885dd9ffa3ad3dda09a1,17,2014-05-15t11:40+00:00
i155158871,joseph,r,lawrence,f,34,20/8/1984, 4  nesbit  court ,castlemaine,3450,vic, 03  7665  1370 ,joseph18@mail.com.au,married,2018-7-31t23:34+00:00,ict-technician,67900.0,8d09814cf72f65abb8d766a429f26b10,15,2018-02-18t16:21+00:00
d164057694,dylanna,h,pope,f,36,31/12/1982, 1  phillip  terrace , mount    barker ,5251,sa, 08  4685  0676 ,fainchfkbq@yahoo.com,not-married,2018-7-31t05:12+00:00,other-technician,56700.0,86794a9c7801d936eaea5e55a88613f3,3,2004-03-02t16:33+00:00
f129964413,kyla,ann,powell,f,28,24/7/1990, 8  diarama  close , alice    springs ,0870,nt, 08  2041  7236 ,kyla26@gmail.com,not-married,2018-7-31t06:04+00:00,automotive-worker,25900.0,d234d47a82faf6fd2f84dcd32668b8c8,9,2018-05-25t08:33+00:00
a113992253,willie,paul,west,m,41,3/9/1977, 6  miller  street ,bargara,4670,qld, 07  9815  1813 ,willie91@mail.com.au,divorced,2018-7-31t20:27+00:00,other-worker,95200.0,8231c2cc584c74cbbe4002aae61afc3a,21,2017-04-01t16:04+00:00
e161993230,david,maxwell,faircloth,m,32,21/11/1986, 13  springhill  street ,anula,0812,nt, 08  2695  7606 ,liqilnlgdc@hotmail.com,married-de-facto,2018-7-31t03:59+00:00,chief-executive,106600.0,7b596a020de93eddf543c23dc01ce9dd,13,2018-03-04t09:57+00:00
c162809535,katrina,leigh,stephenson,f,33,2/7/1985, 16  chorlton  street , east    brisbane ,4169,qld, 07  7271  3026 ,ffqfhhjfib@hotmail.com,married,2018-7-31t06:56+00:00,construction-worker,33200.0,f04e6c7050795aedf92ff95b7d5bf444,13,2017-11-09t05:43+00:00
h123356517,glenn,charles,gainey,m,25,4/2/1993, 65  crooked  river  road ,gerroa,2534,nsw, 02  0588  9835 ,,,2018-7-31t23:11+00:00,cleaner,10600.0,8a2a1ad9ab86c187313f2bf95f0b89b5,6,2018-02-15t13:04+00:00
b190980570,laura,eakers,vaughn,f,26,30/10/1992, 32  high  street , north    sydney ,2060,nsw, 02  1680  2018 ,vaughn.laura@hotmail.com,not-married,2018-7-31t11:58+00:00,art-media-professional,55400.0,38d0029f0b0a17fe353e2df6383b1654,7,2018-04-02t20:35+00:00
f189792306,mark,daniel,pruett,m,40,2/8/1978, 1050  sheffield-main  road , barrington    lower ,7306,tas, 03  5218  2675 ,mark53@mail.com,married,2018-7-31t12:34+00:00,carer,39400.0,4f1ab7fb0c10e1537e312cd54768e792,18,2015-11-25t11:23+00:00
d167255720,melvin,gerald,white,m,25,5/7/1993, pheasant  drive ,noonamah,0837,nt, 08  2460  8404 ,white.melvin@yahoo.com,married-de-facto,2018-7-31t02:52+00:00,health-professional,84900.0,8875640d08353789ca018fb442b4498a,6,2018-01-24t20:43+00:00
h192724677,joseph,frederick,hughes,m,31,20/6/1987, 11  cormorant  street ,bakewell,0832,nt, 08  4539  1910 ,joseph65@aol.com,married-de-facto,2018-7-31t07:26+00:00,chief-executive,138500.0,85a97add9ceccdc2f880d21b69d5c7b1,12,2018-01-06t08:56+00:00
f116790948,vanessa,lynn,fuerstenau,f,21,1/1/1997, 134  glen  osmond  road ,parkside,5063,sa, 08  2415  5593 ,fuerstenau67@mail.com,married,2018-7-31t05:18+00:00,machinary-driver,5200.0,8680dac8e529af52639b75e2d6c04504,2,2018-01-06t14:32+00:00
a163770952,kenean,Mr,ditch,m,52,27/2/1966, 6  stanley  street , east    sydney ,2010,nsw, 02  6508  8696 ,kenean.ditch@mail.com.au,not-married,2018-7-31t18:15+00:00,carer,59500.0,cb3fdd2c15d8f53508f734db98069cec,32,2017-03-17t21:40+00:00
c110775597,william,daniele,dodson,m,27,27/9/1991, sec  612  hd  clinton , port    clinton ,5570,sa, 08  2775  0613 ,william87@aol.com,not-married,2018-7-31t24:30+00:00,clerks,36400.0,1f319113d3d6aa257825d11d2ff8f7c2,8,2018-01-15t16:41+00:00
e131632578,charles,king,pool,m,17,30/11/2001, 8  woodmore  road ,langford,6147,wa, 08  0734  3441 ,charles.pool@gmail.com,n/a,2018-7-31t06:17+00:00,casual-worker,0,27cca5f1386208959a980a95f09b1c16,2,2018-02-03t20:36+00:00
f136951995,mark,scott,boone,m,23,26/5/1995, 12  york  street ,brighton,3186,vic, 03  6984  6140 ,boone.mark@hotmail.com,married-de-facto,2018-7-31t10:19+00:00,clerical-worker,35600.0,85a954c9193b91c5138cab1351da86bf,4,2018-06-14t05:27+00:00
d125515967,jorge,james,hossain,m,29,26/9/1989, 17  crampton  drive ,winmalee,2777,nsw, 02  2614  9826 ,jorge.hossain@yahoo.com,married,2018-7-31t19:46+00:00,engineering-worker,54200.0,74da23f3bd481171ce35fc097d725f9b,9,2017-08-16t08:13+00:00
g199827271,mae,suzanne,stone,f,54,8/1/1964, 170  markham  street ,armidale,2350,nsw, 02  3352  2095 ,jehdpqhbhm@mail.com,not-married,2018-7-31t08:14+00:00,manager,129900.0,12f259d96f97143e4edaccd1beeda59c,34,2017-11-06t23:35+00:00
e191567633,ronnie,michael,hawley,m,47,18/5/1971, 13  frederick  street , lismore    heights ,2480,nsw, 02  0007  4654 ,hawley.ronnie@mail.com,married,2018-7-31t01:59+00:00,ict-professional,81900.0,e69e5d48dc71f9162331b884b8b9b64b,28,2018-05-03t11:37+00:00
e180543199,james,richa,mudd,m,28,6/2/1990, lillico  road ,lillico,7310,tas, 03  0279  3509 ,mudd98@yahoo.com,married,2018-7-31t15:54+00:00,ict-technician,84600.0,e766f6ac3715215d1519f5973995fdc5,6,2015-04-15t21:09+00:00
c186275708,michael,donald,shepherd,m,54,6/12/1964, 33  boronia  crescent , city    beach ,6015,wa, 08  8537  2075 ,michael.shepherd@mail.com.au,not-married,2018-7-31t01:42+00:00,ict-professional,109100.0,6e31c57d0b35751a46ece6c540bcad41,35,2018-04-27t21:30+00:00
g126259132,clifton,neil,fleming,m,41,20/1/1977, 43  glenrowan  drive ,tallai,4213,qld, 07  3534  1498 ,fleming.clifton@yahoo.com,married,2018-7-31t03:52+00:00,general-manager,191300.0,8de320a54955a734c170b43d1148e724,22,2018-02-21t06:18+00:00
a113512732,marc,j,rutty,m,23,29/6/1995, millar  terrace , pine    creek ,0847,nt, 08  3884  3743 ,marc70@aol.com,married,2018-7-31t07:45+00:00,legislator,112800.0,376e8fe5e8e2e7ff4f8351573edb8f33,4,2018-06-27t02:40+00:00
d139688164,lisa,nicole,english,f,43,13/1/1975, 2  hayes  street , alice    springs ,0870,nt, 08  5092  6212 ,english89@yahoo.com,married,2018-7-31t02:24+00:00,general-manager,126800.0,c0b2682333f0a8860fdc5a616fe0a925,23,2017-02-08t18:02+00:00
e134787871,maura,anne,estock,f,30,8/12/1988, 1  hamel  road ,matraville,2036,nsw, 02  4789  6504 ,estock46@mail.com.au,not-married,2018-7-31t06:23+00:00,personal-services-worker,14300.0,3c6ec07316ab220f5ae868e085ef4196,11,2018-01-20t08:38+00:00
e101477878,james,lee,tipton,m,39,11/11/1979, 56  heathwood  street , ringwood    east ,3135,vic, 03  5148  4207 ,tipton.james@mail.com.au,not-married,2018-7-31t09:14+00:00,other-technician,97400.0,2b5dae5946cc9ee86d6b3ee093111fd7,18,2016-11-27t01:31+00:00
f174773263,shaundra,anne,danforth,f,56,1/1/1962,blisworth,roma,4455,qld, 07  9867  2571 ,shaundra32@gmail.com,married,2018-7-31t06:43+00:00,engineering-worker,55900.0,,31,2012-04-19t14:30+00:00
h188929918,tammy,leigh,barnhardt,f,18,24/2/2000, 20  sibbald  crescent ,woodroffe,0830,nt, 08  1013  9971 ,inrpkttimm@mail.com,n/a,2018-7-31t12:31+00:00,casual-worker,0,674f4055d24b1a82e877a30c6c01cb32,1,2018-04-14t22:37+00:00
c154287236,beverly,s,campbell,f,29,10/7/1989, fairbairn  place ,kyneton,3444,vic, 03  4398  9929 ,ccoskektnq@aol.com,married,2018-7-31t11:08+00:00,looking-for-employment,600.0,f76e0773c8cfcf29e76cee437b28fb60,10,2018-04-21t09:25+00:00
e135666237,betty,chantel,painter,f,27,15/8/1991, 63  eastgate  street ,oakleigh,3166,vic, 03  6040  6878 ,dqcdnnorjr@mail.com.au,married,2018-7-31t01:49+00:00,other-service-worker,14100.0,ef92b1e19e5c39bf93d6c5d19cdafa87,7,2017-12-06t23:53+00:00
b105661278,jessica,renee,horner,f,28,6/12/1990, 818  maidens  brush  road  henry  kendall  vlge ,wyoming,2250,nsw, 02  3112  4898 ,jessica95@yahoo.com,not-married,2018-7-31t21:53+00:00,other-technician,60100.0,4ae27b3464c7b220cec0007ee7329179,9,2018-04-11t15:21+00:00
